gen,mean_pheno,var_pheno,mean_fit
124.0,-0.0021950000000000003,6.663197500000001e-05,0.9999642777828627
125.0,-0.00229,6.565589999999999e-05,0.9999645527309728
126.0,-0.00244,6.514639999999999e-05,0.9999644526285266
127.0,-0.002255,6.2664975e-05,0.9999661274741466
128.0,-0.002265,6.6719775e-05,0.9999640777728676
129.0,-0.002245,6.4909975e-05,0.9999650278990455
130.0,-0.00204,6.363840000000002e-05,0.9999661025122835
131.0,-0.002125,6.323437499999999e-05,0.9999661276316185
132.0,-0.0021100000000000003,6.214790000000001e-05,0.9999667026472451
133.0,-0.002055,6.122697500000001e-05,0.9999672775652935
134.0,-0.002265,6.2919775e-05,0.9999659774029365
135.0,-0.00269,6.376390000000001e-05,0.9999645028372215
136.0,-0.00265,6.85775e-05,0.999962203007215
137.0,-0.002535,6.602377500000002e-05,0.9999637781551826
138.0,-0.0022400000000000002,6.75824e-05,0.9999637028347081
139.0,-0.0024000000000000002,6.794000000000003e-05,0.999963152803514
140.0,-0.0025900000000000003,6.819190000000001e-05,0.999962552960972
141.0,-0.00297,7.33791e-05,0.9999589038095261
142.0,-0.00325,7.63375e-05,0.9999565540707657
143.0,-0.00317,7.705110000000001e-05,0.9999564540508126
144.0,-0.0031500000000000005,7.737750000000001e-05,0.9999563542931426
145.0,-0.003115,8.1146775e-05,0.9999545797800176
146.0,-0.002925,8.319437500000001e-05,0.999954130001186
147.0,-0.0030499999999999998,8.049749999999999e-05,0.9999551051491247
148.0,-0.0030499999999999998,7.79975e-05,0.9999563537983788
149.0,-0.0029799999999999996,8.02196e-05,0.999955454473144
150.0,-0.0029500000000000004,7.199749999999999e-05,0.9999596534683933
151.0,-0.0027,7.431000000000001e-05,0.999959203682115
152.0,-0.002515,6.792477499999999e-05,0.999962878012797
153.0,-0.00266,7.452440000000002e-05,0.99995920387699
154.0,-0.002755,7.7959975e-05,0.999957229338826
155.0,-0.00275,8.00375e-05,0.9999562038320737
156.0,-0.00264,7.983040000000001e-05,0.9999566034247083
157.0,-0.0027199999999999998,7.58016e-05,0.9999584038895203
158.0,-0.00239,7.18879e-05,0.9999612031746689
159.0,-0.0023650000000000003,6.7756775e-05,0.9999633276341567
160.0,-0.0022299999999999998,7.122710000000002e-05,0.9999619033221329
161.0,-0.00234,7.42244e-05,0.9999601538082217
162.0,-0.0021950000000000003,7.2631975e-05,0.999961278015367
163.0,-0.002045,7.7167975e-05,0.9999593290687887
164.0,-0.0024,8.384000000000001e-05,0.999955205911145
165.0,-0.002455,7.9422975e-05,0.9999572794425299
166.0,-0.002725,7.542437500000001e-05,0.9999585788626473
167.0,-0.00265,7.13775e-05,0.9999608033496363
168.0,-0.00246,7.07484e-05,0.9999616033295878
169.0,-0.002335,7.1597775e-05,0.9999614779578566
170.0,-0.00229,7.405589999999999e-05,0.9999603538106986
171.0,-0.0023200000000000004,6.96176e-05,0.9999625029247251
172.0,-0.0026950000000000003,7.488697500000001e-05,0.999958928913825
173.0,-0.002785,7.699377499999999e-05,0.9999576291563556
174.0,-0.0033399999999999997,7.75444e-05,0.9999556540183091
175.0,-0.0030800000000000003,7.451360000000001e-05,0.9999580037721132
176.0,-0.003285,7.605877499999999e-05,0.9999565798272478
177.0,-0.003045,7.467797500000001e-05,0.9999580292663119
178.0,-0.002875,7.658437500000003e-05,0.9999575799669609
179.0,-0.002765,7.5404775e-05,0.9999584788126779
180.0,-0.0029950000000000003,7.747997499999997e-05,0.9999567797249546
181.0,-0.00263,7.788309999999999e-05,0.999957604007038
182.0,-0.00271,8.05559e-05,0.999956053873358
183.0,-0.003,7.97e-05,0.9999556537708748
184.0,-0.0030700000000000002,7.95751e-05,0.9999555041495147
185.0,-0.0029349999999999997,8.443577500000001e-05,0.9999534795751113
186.0,-0.00305,7.279750000000001e-05,0.9999589537182761
187.0,-0.0030549999999999996,7.931697500000002e-05,0.9999556795799723
188.0,-0.00281,7.94039e-05,0.9999563542181789
189.0,-0.0031550000000000003,8.859597500000001e-05,0.9999507301011722
190.0,-0.002815,8.6925775e-05,0.9999525808494032
191.0,-0.00266,8.792440000000001e-05,0.9999525052591761
192.0,-0.0028250000000000003,8.496937499999998e-05,0.9999535293563719
193.0,-0.0028100000000000004,9.010390000000001e-05,0.9999510044045347
194.0,-0.0023250000000000002,8.8844375e-05,0.9999528793501649
195.0,-0.0024,9.074000000000002e-05,0.9999517543032994
196.0,-0.002185,9.377577499999998e-05,0.9999507294638941
197.0,-0.0018050000000000002,9.1891975e-05,0.9999524291814409
198.0,-0.0015750000000000002,9.346937499999999e-05,0.9999520291839676
199.0,-0.0018599999999999999,9.48404e-05,0.9999508547682209
200.0,-0.0017850000000000001,9.306377500000002e-05,0.9999518795476537
201.0,-0.0017250000000000002,8.977437500000002e-05,0.9999536295338233
202.0,-0.0016950000000000001,9.207697500000001e-05,0.9999525299511516
203.0,-0.001745,9.6404975e-05,0.9999502799100626
204.0,-0.00138,0.0001019956,0.9999480551756579
205.0,-0.0013850000000000002,0.00010113177500000001,0.999948480427425
206.0,-0.000995,9.885997500000002e-05,0.9999500796601137
207.0,-0.00093,0.00010003510000000001,0.9999495555279535
208.0,-0.0012549999999999998,9.777497500000001e-05,0.9999503302311207
209.0,-0.001305,9.4846975e-05,0.9999517294388757
210.0,-0.0012000000000000001,9.306000000000001e-05,0.999952754338291
211.0,-0.00069,9.13239e-05,0.9999541038246341
212.0,-0.000885,9.746677500000003e-05,0.9999508795050503
213.0,-0.000965,9.571877499999999e-05,0.9999516794326487
214.0,-0.0010400000000000001,0.00010041839999999999,0.9999492549806046
215.0,-0.0007199999999999999,9.35816e-05,0.9999529541383224
216.0,-0.000745,0.000108094975,0.9999456806474414
217.0,-0.0006599999999999999,0.00010316439999999999,0.9999482058091148
218.0,-0.000715,0.00010453877500000003,0.9999474804749228
219.0,-0.0005250000000000001,0.000105574375,0.9999470807023667
220.0,-0.000545,0.00010805297500000001,0.9999458307411231
221.0,-0.000495,0.000112804975,0.9999434811897124
222.0,-0.0007000000000000001,0.00011431000000000001,0.9999426061442163
223.0,-0.0008500000000000001,0.00011027750000000001,0.9999445057742364
224.0,-0.0011200000000000001,0.0001177456,0.9999405062717616
225.0,-0.001365,0.00012228677499999998,0.9999379318909805
226.0,-0.0013449999999999998,0.00012154097500000003,0.9999383319409495
227.0,-0.0011400000000000002,0.0001214004,0.999938657442426
228.0,-0.0011899999999999999,0.00011548390000000003,0.9999415565378565
229.0,-0.00121,0.00011733590000000001,0.9999406065316873
230.0,-0.001065,0.000116415775,0.9999412313660375
231.0,-0.000815,0.00011908577500000001,0.9999401318434171
232.0,-0.0008399999999999998,0.00011699439999999999,0.9999411560905068
233.0,-0.0007749999999999999,0.000134849375,0.9999322840490615
234.0,-0.000255,0.00013068497499999998,0.9999346329182205
235.0,-0.0005449999999999999,0.000133652975,0.9999330331982035
236.0,-0.00022999999999999998,0.00012744710000000002,0.9999362579898694
237.0,-0.000235,0.000128994775,0.9999354836838805
238.0,-0.00010999999999999999,0.00012408789999999997,0.9999379579549669
239.0,-0.00023000000000000003,0.00012284710000000002,0.9999385573401147
240.0,-0.00033,0.0001191911,0.9999403566503079
241.0,-0.00042999999999999994,0.0001297151,0.9999350577125895
242.0,-0.000565,0.000126730775,0.999936482504487
243.0,-0.0007749999999999999,0.000131049375,0.9999341820372808
244.0,-0.00115,0.0001387775,0.9999299583501647
245.0,-0.0011,0.00012469,0.9999370567104658
246.0,-0.00075,0.0001227375,0.9999383561755681
247.0,-0.000825,0.000118569375,0.9999403812748603
248.0,-0.0005,0.00012315,0.9999383071514633
249.0,-0.0007700000000000001,0.00012840709999999999,0.9999355068616907
250.0,-0.000985,0.00013027977499999998,0.999934382782001
251.0,-0.000775,0.00012664937500000002,0.9999363819746475
252.0,-0.001065,0.000127915775,0.9999354823196652
253.0,-0.00117,0.00012303110000000002,0.9999378070590543
254.0,-0.0007700000000000001,0.00012860710000000002,0.9999354078312914
255.0,-0.00078,0.0001245916,0.9999374068891255
256.0,-0.0005049999999999999,0.000111394975,0.9999441810447757
257.0,-0.000905,0.000121730975,0.9999387320433054
258.0,-0.00122,0.00011811160000000001,0.9999402064966496
259.0,-0.001295,0.00012427297499999999,0.999937032798204
260.0,-0.0016600000000000002,0.0001187444,0.999939257300128
261.0,-0.0015699999999999998,0.0001171351,0.9999402063242128
262.0,-0.0018050000000000002,0.000112791975,0.9999419806050335
263.0,-0.001785,0.00012026377500000002,0.9999382825117846
264.0,-0.00189,0.00011472789999999998,0.9999408561729931
265.0,-0.00203,0.00011417909999999999,0.999940856525265
266.0,-0.0020099999999999996,0.0001351599,0.9999304091559906
267.0,-0.00174,0.0001328724,0.9999320579152124
268.0,-0.0016099999999999999,0.0001226079,0.9999374068590903
269.0,-0.0015149999999999999,0.000124454775,0.9999366321409506
270.0,-0.00175,0.0001275375,0.9999347077363793
271.0,-0.00149,0.0001323799,0.9999327081087953
272.0,-0.001375,0.000134559375,0.99993178314696
273.0,-0.0008600000000000001,0.0001282604,0.9999355074764259
274.0,-0.0008100000000000001,0.0001282439,0.9999355567629902
275.0,-0.000735,0.00012890977500000002,0.9999352825045414
276.0,-0.0004950000000000001,0.000123604975,0.9999380812649061
277.0,-0.0004900000000000001,0.00012935989999999996,0.9999352069216788
278.0,-0.0006199999999999999,0.00013391559999999995,0.9999328579776086
279.0,-0.000905,0.000137430975,0.9999308829445832
280.0,-0.0006499999999999999,0.00014227750000000001,0.9999286586000261
281.0,-0.000285,0.000136468775,0.9999317331707043
282.0,-0.00019999999999999996,0.00013826,0.999930858432424
283.0,1.3877787807814457e-20,0.00014629999999999998,0.9999268608938409
284.0,-0.00026499999999999994,0.00013807977499999998,0.9999309334755715
285.0,-6.999999999999997e-05,0.0001430951,0.9999284602167319
286.0,0.00016000000000000012,0.00013727440000000003,0.9999313584649954
287.0,0.00015000000000000001,0.0001398775,0.9999300587375161
288.0,0.00022999999999999998,0.00014424710000000002,0.9999278592048009
289.0,-8.999999999999992e-05,0.0001490919,0.9999254607341413
290.0,-0.00015999999999999996,0.0001548744,0.9999225607093357
291.0,5.499999999999998e-05,0.000144946975,0.9999275341530058
292.0,0.00023500000000000005,0.00014219477500000002,0.9999288840816207
293.0,-1.999999999999996e-05,0.0001400996,0.9999299578552772
294.0,-0.00039,0.00015144789999999998,0.9999242093936648
295.0,5.499999999999996e-05,0.000154546975,0.9999227355252157
296.0,-0.00028000000000000003,0.0001598216,0.999920060652152
297.0,0.00015500000000000008,0.000161725975,0.999919136687486
298.0,0.00032999999999999994,0.0001611911,0.9999193614343556
299.0,1.9999999999999947e-05,0.00017229959999999999,0.99991386171448
300.0,0.00038500000000000003,0.00017590177500000003,0.9999119878861142
301.0,-5.000000000000033e-06,0.000175949975,0.9999120383342534
302.0,-0.00017999999999999998,0.00017626759999999999,0.9999118627542954
303.0,3.999999999999995e-05,0.00017679839999999998,0.9999116121156253
304.0,-9.000000000000002e-05,0.00018129190000000002,0.9999093636863733
305.0,-5.499999999999997e-05,0.00018134697500000002,0.9999093388667659
306.0,0.00044500000000000003,0.000175351975,0.9999122381120752
307.0,0.00069,0.0001781239,0.9999107144470254
308.0,0.0008450000000000002,0.00017863597500000002,0.9999103385195031
309.0,0.0010350000000000001,0.00017477877500000002,0.9999120883033844
310.0,0.0011600000000000002,0.00017835440000000004,0.9999101646781972
311.0,0.0009550000000000001,0.00017763797499999997,0.9999107384121201
312.0,0.0013250000000000002,0.00015679437500000002,0.9999207351029904
313.0,0.0009350000000000001,0.000167575775,0.9999157867563034
314.0,0.0013900000000000002,0.0001659679,0.9999160617568567
315.0,0.0014550000000000001,0.000175332975,0.9999112878510545
316.0,0.0018450000000000003,0.000174645975,0.999910988877926
317.0,0.0020949999999999996,0.00018736097499999998,0.9999041399568
318.0,0.002215,0.00018144377499999998,0.9999068414555797
319.0,0.002105,0.000181818975,0.9999068895129399
320.0,0.0018549999999999999,0.00018020897500000001,0.9999081894953455
321.0,0.001795,0.00017432797500000003,0.9999112400334534
322.0,0.0019100000000000002,0.00017015189999999996,0.9999131126029099
323.0,0.00188,0.0001714656,0.9999125134874585
324.0,0.0019249999999999998,0.00017024437499999997,0.9999130377246961
325.0,0.0019600000000000004,0.00016605840000000002,0.9999150622016711
326.0,0.001895,0.00017475897500000002,0.9999108380946613
327.0,0.00159,0.0001737719,0.9999118626942143
328.0,0.0016349999999999997,0.000176476775,0.9999104394689589
329.0,0.0014349999999999999,0.00016419077499999998,0.9999168871934689
330.0,0.0015550000000000002,0.00017063197499999998,0.9999134879907806
331.0,0.00175,0.0001664375,0.9999152619119164
332.0,0.0013800000000000002,0.0001678956,0.999915111473323
333.0,0.0014849999999999998,0.00018524477500000004,0.9999062902627097
334.0,0.00135,0.00018217749999999998,0.9999080146123347
335.0,0.00109,0.00017701190000000004,0.9999109134001671
336.0,0.0012749999999999999,0.000178224375,0.9999100882258567
337.0,0.0013599999999999999,0.0001721504,0.9999130126353436
338.0,0.0014100000000000002,0.00017661189999999998,0.9999107140573016
339.0,0.001635,0.00018007677499999998,0.9999086388469937
340.0,0.00151,0.0001722199,0.9999127630610226
341.0,0.001495,0.00017121497500000003,0.9999132886103732
342.0,0.0015599999999999998,0.00017336639999999997,0.9999121136323383
343.0,0.001415,0.00017984777500000003,0.999909090140084
344.0,0.0016350000000000002,0.000181876775,0.9999077399338235
345.0,0.0015650000000000002,0.00018440077499999998,0.9999065912447338
346.0,0.001095,0.00017585097499999997,0.999911489263028
347.0,0.0010699999999999998,0.0001819551,0.999908464263703
348.0,0.0009550000000000001,0.000185737975,0.999906690515023
349.0,0.001395,0.00017500397499999997,0.9999115379122617
350.0,0.00193,0.00018337509999999995,0.9999064648607369
351.0,0.002075,0.00018644437499999998,0.9999046412484979
352.0,0.002675,0.00018309437500000004,0.9999048906799262
353.0,0.00312,0.0001800656,0.9999051161392175
354.0,0.002605,0.000181463975,0.999905891778686
355.0,0.0025199999999999997,0.0001764496,0.9999086146119702
356.0,0.00271,0.0001723559,0.9999101635613262
357.0,0.0026399999999999996,0.00017803039999999998,0.999907515142239
358.0,0.002875,0.00018908437500000003,0.9999013438422152
359.0,0.0025999999999999994,0.00017904,0.9999071153091635
360.0,0.00217,0.0001755911,0.9999098642357832
361.0,0.00237,0.00016768309999999997,0.9999133625140281
362.0,0.00252,0.0001641496,0.9999147613245598
363.0,0.002445,0.000168371975,0.9999128380444973
364.0,0.001955,0.00017472797500000002,0.9999107382246581
365.0,0.0023400000000000005,0.00018392440000000002,0.999905314192674
366.0,0.002485,0.000171874775,0.9999109885332209
367.0,0.0019049999999999998,0.000170320975,0.9999130374023091
368.0,0.00199,0.00017913990000000002,0.9999084636864011
369.0,0.00156,0.0001754664,0.999911063876231
370.0,0.00135,0.0001750775,0.9999115642082863
371.0,0.0018549999999999999,0.00017480897500000005,0.9999108881610258
372.0,0.0020150000000000003,0.000175189775,0.999910387423693
373.0,0.0018800000000000002,0.0001676656,0.9999144126600881
374.0,0.0022350000000000004,0.000171754775,0.9999116384567662
375.0,0.0023049999999999998,0.00017303697499999998,0.9999108378622221
376.0,0.0022350000000000004,0.000161154775,0.9999169363375525
377.0,0.0018750000000000001,0.00017893437500000002,0.9999087893679001
378.0,0.0022299999999999998,0.0001860271,0.9999045146549681
379.0,0.00204,0.00019683840000000002,0.9998995179286804
380.0,0.00226,0.0001922924,0.9999013159870138
381.0,0.0021799999999999996,0.00019074760000000002,0.9999022651986317
382.0,0.002175,0.000201419375,0.9998969415164269
383.0,0.0023049999999999998,0.00019423697499999998,0.9999002406767689
384.0,0.001865,0.000193371775,0.9999015910626322
385.0,0.002005,0.00018642997500000003,0.9999047902701179
386.0,0.00196,0.00018425840000000005,0.9999059656529727
387.0,0.0020099999999999996,0.00019775989999999997,0.999899117721157
388.0,0.0019500000000000001,0.0001917975,0.999902215124753
389.0,0.0019950000000000002,0.00019516997500000004,0.9999004404318302
390.0,0.00204,0.00019823840000000005,0.9998988175114
391.0,0.00254,0.0001914484,0.9999010663157706
392.0,0.002595,0.00019321597499999998,0.9999000412214503
393.0,0.0024800000000000004,0.0001854496,0.9999042153522119
394.0,0.0016950000000000001,0.00019227697500000002,0.9999024408838356
395.0,0.00138,0.0001928956,0.9999026158345656
396.0,0.0017900000000000001,0.00018049590000000003,0.9999081636565166
397.0,0.0020949999999999996,0.000176760975,0.9999094379947883
398.0,0.0023,0.00018001,0.9999073643961562
399.0,0.00259,0.00018479190000000002,0.9999042662054858
400.0,0.002695,0.000173786975,0.9999094876561452
401.0,0.0032,0.00018826,0.9999007666300029
402.0,0.0028750000000000004,0.00018088437500000002,0.9999054387696891
403.0,0.002675,0.00018999437500000002,0.9999014415535155
404.0,0.003005,0.00019001997500000002,0.9999004912473899
405.0,0.0029400000000000003,0.0001886564,0.9999013674174398
406.0,0.0027400000000000002,0.00019029240000000003,0.9999011166515502
407.0,0.0028250000000000003,0.00020926937499999998,0.9998913945716668
408.0,0.003075,0.00019739437499999998,0.9998965931817929
409.0,0.0031799999999999997,0.00020218760000000004,0.9998938686249716
410.0,0.003045,0.00019817797500000002,0.9998962915703085
411.0,0.0034300000000000003,0.0002037351,0.9998922690474316
412.0,0.003915,0.00019862277499999996,0.9998930427834456
413.0,0.004404999999999999,0.00020294597500000004,0.9998888459021243
414.0,0.00431,0.0002030239,0.9998892208326833
415.0,0.004175000000000001,0.00019311937499999997,0.9998947422763449
416.0,0.0043100000000000005,0.0002063239,0.9998875697499184
417.0,0.0035950000000000005,0.00021992597500000003,0.9998835966935081
418.0,0.0035249999999999995,0.000210424375,0.9998885955863546
419.0,0.00336,0.0002153104,0.9998867208657919
420.0,0.0031100000000000004,0.0002202279,0.9998850739119746
421.0,0.0028549999999999995,0.00021469897500000002,0.9998885951588564
422.0,0.00298,0.0002269196,0.9998821217982479
423.0,0.003545,0.000232482975,0.9998774978434788
424.0,0.003855,0.000226788975,0.9998791978535312
425.0,0.0036799999999999997,0.0002326576,0.9998769234425385
426.0,0.0040750000000000005,0.000236644375,0.9998734000974955
427.0,0.0038549999999999995,0.000237288975,0.9998739490491919
428.0,0.0037400000000000003,0.0002363124,0.9998748750076496
429.0,0.0038499999999999997,0.0002446775,0.9998702775148243
430.0,0.0041800000000000006,0.0002452276,0.999868676849699
431.0,0.0039900000000000005,0.00024127990000000001,0.9998714251844527
432.0,0.0037600000000000003,0.00022996240000000003,0.9998779730339221
433.0,0.0045249999999999995,0.00023087437499999996,0.9998743506131723
434.0,0.004654999999999999,0.000241080975,0.9998686528321912
435.0,0.004125,0.000245734375,0.9998686533794994
436.0,0.003994999999999999,0.00024098997500000005,0.9998715531491164
437.0,0.0037400000000000003,0.00023501240000000002,0.9998755258388103
438.0,0.0038050000000000002,0.00024067197499999998,0.9998724499263625
439.0,0.00372,0.0002388616,0.9998736761622778
440.0,0.00421,0.00023907589999999998,0.999871625464384
441.0,0.0043549999999999995,0.000233083975,0.9998739998876169
442.0,0.0048200000000000005,0.0002330676,0.9998718764324944
443.0,0.004974999999999999,0.000230999375,0.9998721528493391
444.0,0.00498,0.00022269960000000002,0.999876276014621
445.0,0.004735,0.00024072977499999999,0.9998684542459306
446.0,0.00542,0.00023212359999999997,0.9998692778393381
447.0,0.005560000000000001,0.0002505864,0.9998592857490406
448.0,0.005404999999999999,0.000235035975,0.9998679058114812
449.0,0.00535,0.0002352775,0.9998680785595873
450.0,0.005545,0.00022730297499999995,0.9998710024358953
451.0,0.005900000000000001,0.00022619,0.9998695294148414
452.0,0.00595,0.00022089750000000002,0.9998718779160928
453.0,0.00549,0.00023615989999999998,0.9998668790988133
454.0,0.00512,0.0002343856,0.9998697291840736
455.0,0.00575,0.00024733750000000004,0.9998598309251777
456.0,0.00577,0.0002573071,0.9998547357057743
457.0,0.005585,0.000255857775,0.9998565075747898
458.0,0.005725,0.000253474375,0.9998569077888422
