scenario,gen,mean_pheno,var_pheno,mean_fit
neither,1.0,0.0,6.000000000000001e-07,0.9999997000074997
neither,2.0,8.673617379884036e-22,9e-07,0.9999995500112497
neither,3.0,4.000000000000001e-05,1.8984000000000005e-06,0.9999990500237496
neither,4.0,6.500000000000001e-05,2.4457750000000007e-06,0.9999987750306245
neither,5.0,7.000000000000001e-05,2.8951000000000005e-06,0.9999985500362493
neither,6.0,5.9999999999999995e-05,2.9963999999999994e-06,0.9999985000374993
neither,7.0,0.00012,3.6856000000000008e-06,0.9999981500537485
neither,8.0,3.0000000000000004e-05,3.599099999999999e-06,0.9999982000524986
neither,9.0,5.2041704279304214e-21,3.7e-06,0.9999981500462491
neither,10.0,2.5e-05,3.949375e-06,0.9999980250493741
neither,11.0,4.4999999999999996e-05,4.947975000000001e-06,0.9999975250693733
neither,12.0,3.0000000000000004e-05,5.0991e-06,0.9999974500787477
neither,13.0,7.5e-05,6.244374999999999e-06,0.9999968750931225
neither,14.0,2.0000000000000005e-05,6.0996e-06,0.9999969500987468
neither,15.0,6e-05,6.1964000000000005e-06,0.9999969000849981
neither,16.0,8.000000000000002e-05,5.793599999999999e-06,0.9999971000724989
neither,17.0,4.4999999999999996e-05,6.147975e-06,0.9999969250768735
neither,18.0,-6.938893903907229e-21,7.3e-06,0.9999963501062473
neither,19.0,9.5e-05,7.4409749999999995e-06,0.9999962751006227
neither,20.0,7e-05,7.8951e-06,0.9999960500987484
neither,21.0,0.00016999999999999999,9.671099999999998e-06,0.9999951501362468
neither,22.0,8e-05,1.02936e-05,0.9999948501512459
neither,23.0,9.5e-05,1.0740975e-05,0.9999946251493715
neither,24.0,7.000000000000001e-05,1.16951e-05,0.9999941501912437
neither,25.0,0.00020500000000000002,1.2107975e-05,0.9999939252418613
neither,26.0,0.000335,1.1837775e-05,0.9999940252093674
neither,27.0,0.000285,1.1168774999999999e-05,0.999994375185619
neither,28.0,0.00028500000000000004,1.2668775e-05,0.9999936252043686
neither,29.0,0.00030000000000000003,1.301e-05,0.9999934502462366
neither,30.0,0.000215,1.3203774999999999e-05,0.9999933752781092
neither,31.0,0.000245,1.2389975000000002e-05,0.9999937751781206
neither,32.0,0.00032,1.24976e-05,0.9999937001874949
neither,33.0,0.00028,1.27216e-05,0.9999936002199924
neither,34.0,0.000375,1.3709375000000003e-05,0.9999930752256178
neither,35.0,0.00031499999999999996,1.4250775000000004e-05,0.9999928252093696
neither,36.0,0.00031999999999999997,1.4497600000000002e-05,0.9999927002499875
neither,37.0,0.00046499999999999997,1.5133775e-05,0.9999923252368681
neither,38.0,0.00037000000000000005,1.55631e-05,0.9999921502862391
neither,39.0,0.00038500000000000003,1.5701775e-05,0.9999920752956099
neither,40.0,0.00046000000000000007,1.6688399999999998e-05,0.999991550301239
neither,41.0,0.0004,1.7140000000000002e-05,0.999991350328737
neither,42.0,0.000335,1.8837775e-05,0.9999905253568611
neither,43.0,0.00022500000000000002,1.8899375000000002e-05,0.9999905253643603
neither,44.0,0.00016999999999999999,1.9071099999999998e-05,0.9999904503587361
neither,45.0,0.0003200000000000001,2.0397600000000003e-05,0.9999897503462383
neither,46.0,0.000225,2.1999375000000003e-05,0.999988975410609
neither,47.0,0.00030500000000000004,2.3056975e-05,0.9999884253943615
neither,48.0,0.00048,2.4269600000000002e-05,0.9999877504037368
neither,49.0,0.00055,2.43975e-05,0.999987650451233
neither,50.0,0.0006599999999999999,2.4564400000000005e-05,0.999987500492476
neither,51.0,0.0007949999999999999,2.5117975e-05,0.9999871254868522
neither,52.0,0.0008349999999999999,2.5852775000000003e-05,0.9999867255268532
