scenario,gen,mean_pheno,var_pheno,mean_fit
bottleneck,1.0,-2e-05,3.996000000000001e-07,0.9999998000049999
bottleneck,2.0,-7.000000000000001e-05,1.0951000000000003e-06,0.9999994500137498
bottleneck,3.0,-5.000000000000001e-06,1.249975e-06,0.999999375023124
bottleneck,4.0,6.500000000000001e-05,2.0457750000000008e-06,0.9999989750331238
bottleneck,5.0,5.4999999999999995e-05,2.4469750000000004e-06,0.9999987750381237
bottleneck,6.0,6.500000000000001e-05,2.8457750000000007e-06,0.9999985750506231
bottleneck,7.0,9e-05,3.2919e-06,0.999998350056248
bottleneck,8.0,7.5e-05,4.944374999999999e-06,0.9999975250693733
bottleneck,9.0,3.500000000000001e-05,5.748774999999999e-06,0.9999971250943719
bottleneck,10.0,5.500000000000001e-05,6.546975000000001e-06,0.9999967250893731
bottleneck,11.0,0.00019,7.063900000000001e-06,0.9999964500962478
bottleneck,12.0,0.000165,9.422775e-06,0.999995275140621
bottleneck,13.0,0.000185,9.515775000000001e-06,0.9999952251343717
bottleneck,14.0,0.000265,9.779775e-06,0.9999950751531204
bottleneck,15.0,0.000225,9.699374999999999e-06,0.9999951251518705
bottleneck,16.0,0.000275,8.974375e-06,0.9999954751206225
bottleneck,17.0,0.00029,9.415899999999999e-06,0.9999952501637442
bottleneck,18.0,0.00022999999999999998,1.0547100000000001e-05,0.999994700177494
bottleneck,19.0,0.000215,1.1303775e-05,0.999994325209367
bottleneck,20.0,0.00011999999999999999,1.01856e-05,0.9999949001424966
bottleneck,21.0,0.00025,1.0337499999999999e-05,0.9999948001374971
bottleneck,22.0,0.000245,1.1289975e-05,0.9999943251568714
bottleneck,23.0,0.00016000000000000004,1.1674400000000001e-05,0.9999941501687457
bottleneck,24.0,4.500000000000001e-05,1.2147975000000001e-05,0.9999939251818699
bottleneck,25.0,0.00011499999999999999,1.2336775000000002e-05,0.9999938251918693
bottleneck,26.0,7.999999999999999e-05,1.36936e-05,0.999993150208744
bottleneck,27.0,-3.500000000000001e-05,1.4748774999999998e-05,0.9999926252443668
bottleneck,28.0,-9.99999999999998e-06,1.4699899999999998e-05,0.9999926502362426
